power.draw [W], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
27.85 W, 0 MiB, 0 %, 0 %
43.18 W, 267 MiB, 0 %, 0 %
99.96 W, 267 MiB, 22 %, 15 %
99.96 W, 267 MiB, 100 %, 79 %
100.44 W, 267 MiB, 100 %, 79 %
100.93 W, 267 MiB, 100 %, 78 %
101.90 W, 267 MiB, 100 %, 78 %
101.90 W, 267 MiB, 100 %, 78 %
102.14 W, 267 MiB, 100 %, 78 %
102.14 W, 267 MiB, 100 %, 78 %
102.14 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 77 %
102.39 W, 267 MiB, 100 %, 77 %
102.37 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
101.65 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.37 W, 267 MiB, 100 %, 78 %
102.37 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
102.37 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
102.39 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.37 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
102.37 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
102.63 W, 267 MiB, 100 %, 78 %
102.61 W, 267 MiB, 100 %, 77 %
102.87 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
101.17 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 77 %
103.11 W, 267 MiB, 100 %, 77 %
103.12 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.14 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.87 W, 267 MiB, 100 %, 77 %
103.11 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
102.86 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 77 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.12 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.36 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.11 W, 267 MiB, 100 %, 78 %
103.35 W, 267 MiB, 100 %, 78 %
