start,duration,H2D,D2H,D2D,Throughput
1.326095,2e-06,1,0,0,0.038805
1.326324,0.044319,1,0,0,4.318838
1.370655,0.000633,0,0,0,0
1.371289,0.00055,0,0,0,0
1.371859,0.000626,0,0,0,0
1.372487,0.000549,0,0,0,0
1.373036,0.000629,0,0,0,0
1.373666,0.000548,0,0,0,0
1.374215,0.000626,0,0,0,0
1.374842,0.000547,0,0,0,0
1.37539,0.000626,0,0,0,0
1.376018,0.000548,0,0,0,0
1.376567,0.000628,0,0,0,0
1.377196,0.000547,0,0,0,0
1.377744,0.000626,0,0,0,0
1.378371,0.000547,0,0,0,0
1.378918,0.000625,0,0,0,0
1.379545,0.000548,0,0,0,0
1.380093,0.000625,0,0,0,0
1.38072,0.000545,0,0,0,0
1.381266,0.000628,0,0,0,0
1.381894,0.000546,0,0,0,0
1.382441,0.000625,0,0,0,0
1.383068,0.000546,0,0,0,0
1.383615,0.000625,0,0,0,0
1.384242,0.000546,0,0,0,0
1.384789,0.000625,0,0,0,0
1.385415,0.000548,0,0,0,0
1.385964,0.000626,0,0,0,0
1.386591,0.000547,0,0,0,0
1.387139,0.000625,0,0,0,0
1.387766,0.000547,0,0,0,0
1.388314,0.000624,0,0,0,0
1.388939,0.000547,0,0,0,0
1.389488,0.000628,0,0,0,0
1.390117,0.000548,0,0,0,0
1.390685,0.071715,0,1,0,2.668968
